Canción,id_tracks,Artista/Banda,Producto,Categoría de Producto,Industria,Año
Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,A Star Is Born,Película,Entretenimiento y Medios,2018
I'll Never Love Again - Film Version - Radio Edit,3DKpA54hrFIdPN6AtL9HXa,Lady Gaga,A Star Is Born,Película,Entretenimiento y Medios,2018
Is That Alright?,172e82oK9vGoBPvc6SqMm5,Lady Gaga,A Star Is Born,Película,Entretenimiento y Medios,2018
Maybe It's Time,6jMbPsH6lTOLs5n8Af26AG,Bradley Cooper,A Star Is Born,Película,Entretenimiento y Medios,2018
Music To My Eyes,5IXk9TVBuxG87sFrwclBJw,Lady Gaga & Bradley Cooper,A Star Is Born,Película,Entretenimiento y Medios,2018
Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,Lady Gaga & Bradley Cooper,A Star Is Born,Película,Entretenimiento y Medios,2018
Strict Machine,55RLKc7yK5JlcxGJpabRIi,Goldfrapp,Crazy Rich Asians,Película,Entretenimiento y Medios,2018
Apocalypse,0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Hearts Beat Loud,Película,Entretenimiento y Medios,2018
If You Tolerate This Your Children Will Be Next,2VmyLy2HQlkevZYboXHM5O,Manic Street Preachers,Marvels Spider-Man,Película,Entretenimiento y Medios,2018
I'm Gonna Be (500 Miles),66S14BkJDxgkYxLl5DCqOz,The Proclaimers,Peter Rabbit,Película,Entretenimiento y Medios,2018
Apocalypse,0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Zoe,Película,Entretenimiento y Medios,2018
House Of A Thousand Guitars,1SlatjHQbN3SO0JERD4Mwk,Bruce Springsteen,Blinded by the Light,Película,Entretenimiento y Medios,2019
Me Quedo Contigo,4ExxGIv5BIDyJmsDNZhLxf,Los Chunguitos,Dolor y Gloria,Película,Entretenimiento y Medios,2019
The Impossible Dream (The Quest),5Z0fxoqx4Zw9RjDhRHYzDC,Andy Williams,John Wick 3: Parabellum,Película,Entretenimiento y Medios,2019
Scott Street,6Uwi2Qk3H7fM4b4W4ExrAp,Phoebe Bridgers,Someone Great,Película,Entretenimiento y Medios,2019
Apocalypse,0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,The Goldfinch,Película,Entretenimiento y Medios,2019
Song For Orphans,4V1TOoANnpTNEXaDH95MKe,Bruce Springsteen,Western Stars,Película,Entretenimiento y Medios,2019
On An Evening In Roma (Sott'er Celo De Roma),2pSSSjVhTbSxa5a9vbzWhK,Dean Martin,Love. Wedding. Repeat,Película,Entretenimiento y Medios,2020
Space Song,7H0ya83CMmgFcOhw0UB6ow,Beach House,"Nadia, Butterfly",Película,Entretenimiento y Medios,2020
Way Down We Go,0y1QJc3SJVPKJ1OvFmFqe6,Kaleo,The F**k-It List,Película,Entretenimiento y Medios,2020
Islands in the Stream,4mnOVRRXsaqg9Nb041xR8u,Dolly Parton & Kenny Rogers,The Kissing Booth 2,Película,Entretenimiento y Medios,2020
Moral of the Story,69HzZ3ti9DLwb0GdWCGYSo,Ashe,To All the Boys: P.S. I Still Love You,Película,Entretenimiento y Medios,2020
Bored,04sN26COy28wTXYj3dMoiZ,Billie Eilish,Billie Eilish: The World’s a Little Blurry,Película,Entretenimiento y Medios,2021
listen before i go,0tMSssfxAL2oV8Vri0mFHE,Billie Eilish,Billie Eilish: The World’s a Little Blurry,Película,Entretenimiento y Medios,2021
when the party's over,43zdsphuZLzwA9k4DJhU0I,Billie Eilish,Billie Eilish: The World’s a Little Blurry,Película,Entretenimiento y Medios,2021
Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever: A Love Letter to Los Angeles,Película,Entretenimiento y Medios,2021
Nothing Else Matters,3ufhqwVfadHUJD7Y6OT9Zf,Metallica,Jungle Cruise,Película,Entretenimiento y Medios,2021
The Impossible Dream (The Quest),5Z0fxoqx4Zw9RjDhRHYzDC,Andy Williams,Nobody,Película,Entretenimiento y Medios,2021
My Favourite Game,4LpOPF5RXZhS1GLzclhyaT,The Cardigans,Resident Evil: Welcome to Raccoon City,Película,Entretenimiento y Medios,2021
Roadrunner,1ysMbwivwXyxv63wgSghd9,The Modern Lovers,Roadrunner: A Film About Anthony Bourdain,Película,Entretenimiento y Medios,2021
Con poco me lo monto,7wQvGYkLajaF08TUK9qoQv,Javier Gurruchaga,Sé infiel y no mires con quién,Película,Entretenimiento y Medios,2021
The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,Sounds Like Love,Película,Entretenimiento y Medios,2021
listen before i go,0tMSssfxAL2oV8Vri0mFHE,Billie Eilish,Jumping from High Places,Película,Entretenimiento y Medios,2022
Matilda,6uvh0In7u1Xn4HgxOfAn8O,Harry Styles,Matilda the Musical,Película,Entretenimiento y Medios,2022
traitor,5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,OLIVIA RODRIGO: driving home 2 u,Película,Entretenimiento y Medios,2022
The Batman,1NkI8DtCnjcWVCVLF0gB71,Michael Giacchino,The Batman,Película,Entretenimiento y Medios,2022
when the party's over,43zdsphuZLzwA9k4DJhU0I,Billie Eilish,The Fallout,Película,Entretenimiento y Medios,2022
Moral of the Story,69HzZ3ti9DLwb0GdWCGYSo,Ashe,The Sky Is Everywhere,Película,Entretenimiento y Medios,2022
It's Not Unusual,3TlIt0ReIxPsVZcOEivT5U,Tom Jones,The Son,Película,Entretenimiento y Medios,2022
November Rain,5hkQfWlfNKpBHQFxuIpbWd,Guns N' Roses,Thor: Love and Thunder,Película,Entretenimiento y Medios,2022
I Ain't Worried,73PAbYaVbnFG0tQ4aBfxeN,OneRepublic,Top Gun: Maverick,Película,Entretenimiento y Medios,2022
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Aquaman and the Lost Kingdom,Película,Entretenimiento y Medios,2023
What Was I Made For?,6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,Barbie,Película,Entretenimiento y Medios,2023
when the party's over,43zdsphuZLzwA9k4DJhU0I,Billie Eilish,Scream VI,Película,Entretenimiento y Medios,2023
Alright,5xC8uOesnn0udeXAYlAnoY,Supergrass,The Beanie Bubble,Película,Entretenimiento y Medios,2023
traitor,5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,You Are So Not Invited to My Bat Mitzvah,Película,Entretenimiento y Medios,2023
cardigan,4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,Taylor Swift: The Eras Tour,Película,Entretenimiento y Medios,2024
Mambo No. 5,3fQLXoRwKQTnThncdMCqwG,Lou Bega,Disney Channel,Plataformas digitales,Entretenimiento y Medios,1999
Clocks,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,Apple iPod,Plataformas digitales,Tecnología y Comunicaciones,2003
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,Coldplay,Apple. iTunes,Plataformas digitales,Tecnología y Comunicaciones,2008
Toque de queda (feat. Leonor Watling),5zFd5IZqmyJiTr5Zu1en2k,Marlango,Tuenti,Plataformas digitales,Tecnología y Comunicaciones,2010
Happy - EP Version,6lkBm0HuGooeS21upFP77i,Pharrell Williams,Apple,Plataformas digitales,Tecnología y Comunicaciones,2014
Girls Like You (feat. Cardi B) - Cardi B Version,6V1bu6o1Yo5ZXnsCJU8Ovk,Maroon 5,Apple Music,Plataformas digitales,Tecnología y Comunicaciones,2018
Memories,2b8fOow8UzyDFAE27YhOZM,Maroon 5,Instagram,Plataformas digitales,Tecnología y Comunicaciones,2019
drivers license,5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,Google’s Year in Search,Plataformas digitales,Entretenimiento y Medios,2021
drivers license,5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,It Starts on TikTok,Plataformas digitales,Entretenimiento y Medios,2021
If You Tolerate This Your Children Will Be Next,2VmyLy2HQlkevZYboXHM5O,Manic Street Preachers,British National Party,Política,Política,2009
Mas Que Nada,6wf7UaW8ZB6iSkIVacpxYQ,Sérgio Mendes,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",1998
A Little Less Conversation - JXL Radio Edit Remix,28ASL502mpsN4rqS2NmrS3,Elvis Presley,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2002
A Little Less Conversation - JXL Radio Edit Remix,28ASL502mpsN4rqS2NmrS3,Elvis Presley,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2002
Quiet Town,5B6bSSnk7Wr4Fnb4ohNzry,James Taylor,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2003
Summercat,1G5JaDf4CTkyoLRAO0pAYH,Tex,Adidas,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2005
Golden Skans,6TBmUrZflEhWqkuEWxaoEU,Klaxons,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2007
Beggin',6M77xL824KXsS8Zt6zeqf4,Madcon,Adidas,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2009
Ain't That A Kick In The Head - 1997 - Remastered,7coH7f2P7SiLxmo95b5QHX,Dean Martin,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2012
Heroes - 2017 Remaster,7Jh1bpe76CNTCgdgAdBw4Z,David Bowie,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2012
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",7rPzEczIS574IgPaiPieS3,Pink Floyd,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2014
Guerrera,3Q6zROQvMXRtR9NYfDpNWL,Mala Rodríguez,Nike,Recreación y productos deportivos,"Salud, Bienestar y Deportes",2016
Lets Go Surfing,03ugM77FPCJds1QJp32rUu,The Drums,Billabong Boardshorts,Recreación y productos deportivos,Consumo y Retail,2010
Taki Rari,4uhCDJ4wnXfDFuewwNQ80j,Yma Sumac,Taco Bell,Restaurantes de comida rápida,Consumo y Retail,2022
Over The Rainbow,3TJjGMaiuDlw3fqNghvznv,Israel Kamakawiwo'ole,Santander Seguros,Seguros,Finanzas y Servicios Profesionales,2012
"Non, je ne regrette rien",0D4gIeyrMtxOAvCWsTHN9x,Édith Piaf,Allstate Smooth: 60,Seguros,Finanzas y Servicios Profesionales,2021
Over the Rainbow/What a Wonderful World,3TJjGMaiuDlw3fqNghvznv,Israel Kamakawiwo'ole,Santader Seguros,Seguros,Finanzas y Servicios Profesionales,2010
"Non, je ne regrette rien",0D4gIeyrMtxOAvCWsTHN9x,Édith Piaf,Supernatural,Series de televisión,Entretenimiento y Medios,2005
Heartbeats,5YqpHuXpFjDVZ7tY1ClFll,The Knife,Girls,Series de televisión,Entretenimiento y Medios,2012
Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,Katrina and the Waves,Silicon Valley,Series de televisión,Entretenimiento y Medios,2014
Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,Katrina and the Waves,The Good Doctor,Series de televisión,Entretenimiento y Medios,2017
The Three Stooges Theme,3QPogUWetDLyU2kYmM3lEa,Mischa Bakaleinikoff,The Three Stooges,Series de televisión,Entretenimiento y Medios,1922
Looney Tunes / Merrie Melodies Theme,0Uucnv0AnXxM2mjohUsuuz,Carl W. Stalling,Looney Tunes,Series de televisión,Entretenimiento y Medios,1930
Dragnet (Theme and March),7yCvAnH62L9H9K712ejfQv,Walter Schumann,Dragnet,Series de televisión,Entretenimiento y Medios,1951
I Love Lucy Theme,4pR3xlE7fnOsdvV7QWiiJx,Eliot Daniel,I Love Lucy,Series de televisión,Entretenimiento y Medios,1951
Marche funebre d'une marionnette (Funeral March of a Marionette),5aS4oXJsJX2YVBlvqj46l7,Charles Gounod,Alfred Hitchcock Presents,Series de televisión,Entretenimiento y Medios,1955
Gunsmoke Theme,42NLOYbanl3orgXKYeYUnP,Rex Koury,Gunsmoke,Series de televisión,Entretenimiento y Medios,1955
The Little Rascals (Good Old Days),3KoW2uZx7PCWNU2kVr0aeH,Leroy Shield,The Little Rascals,Series de televisión,Entretenimiento y Medios,1955
Melodie In F-Dur,6mtr0mucCGjdrKAgTixBIG,Anton Rubinstein,The Night of the Hunter,Series de televisión,Entretenimiento y Medios,1955
Bonanza Theme,0fmRGdeNE5dJnoTipBPdQt,"Jay Livingston, Ray Evans",Bonanza,Series de televisión,Entretenimiento y Medios,1959
Rawhide Theme,7H0v2IlaW80X3tHnwcz9jW,Dimitri Tiomkin,Rawhide,Series de televisión,Entretenimiento y Medios,1959
The Twilight Zone Theme,3wxy4wpLTdDktnlOcotayY,Marius Constant,The Twilight Zone,Series de televisión,Entretenimiento y Medios,1959
I Want to Be Loved by You,6gf8Rg81hkc2mtQHxWEaa8,Marilyn Monroe,Gilligans Island,Series de televisión,Entretenimiento y Medios,1960
Andy Griffith Show Theme (The Fishin' Hole),3xbutCDbBLIGJSVYeX9jWE,Earle Hagen,The Andy Griffith Show,Series de televisión,Entretenimiento y Medios,1960
The Ballad of Jed Clampett (Theme from the Beverly Hillbillies),5uLaYArTFApylFnCuKjFg3,Paul Henning,The Beverly Hillbillies,Series de televisión,Entretenimiento y Medios,1962
The Jetsons,4tr7Vx07a4r8hSXeaIethl,Hoyt Curtin,The Jetsons,Series de televisión,Entretenimiento y Medios,1962
The Jetsons,73Sb2L3kw8nv3ubcKEZS6n,Hoyt Curtin,The Jetsons,Series de televisión,Entretenimiento y Medios,1962
General Hospital,5edb75HKgjNndriujMHssz,Dave Grusin,General Hospital,Series de televisión,Entretenimiento y Medios,1963
Gilligan's Island Theme,3T8lqmIn5TAUzU9wjPt2YD,"Sherwood Schwartz, George Wyle",Gilligans Island,Series de televisión,Entretenimiento y Medios,1964
Jeopardy! - Think Music,7HiPgTQFj0L2XHrSC97F1W,Merv Griffin,Jeopardy!,Series de televisión,Entretenimiento y Medios,1964
The Addams Family,7sNKbY96LI2gJ3GBBf2sA5,Vic Mizzy,The Addams Family,Series de televisión,Entretenimiento y Medios,1964
The Munsters,142ILApxXmT75qNCQiuj32,Jack Marshall,The Munsters,Series de televisión,Entretenimiento y Medios,1964
Green Acres,0wLNGspvvn4617zDA7ihx9,Vic Mizzy,Green Acres,Series de televisión,Entretenimiento y Medios,1965
I Dream of Jeannie,6BCV23kVtJXuXah3R8UhKg,Hugo Montenegro,I Dream of Jeannie,Series de televisión,Entretenimiento y Medios,1965
Mission Impossible,7vBovQzO1Vo1lQLL994Vr4,Lalo Schifrin,Mission: Impossible,Series de televisión,Entretenimiento y Medios,1966
The Monkees - TV Version; 2006 Remaster,7524ANYffaZTSdJYqLSsST,The Monkees,The Monkees,Series de televisión,Entretenimiento y Medios,1966
Hawaii 5-0 Theme,0AUWZaBnDPZ2CVMB2fgoiO,Morton Stevens,Hawaii Five-O,Series de televisión,Entretenimiento y Medios,1968
Mr. Rogers' Neighborhood Theme,2HxFKRwdhXOz9snAD0o9Pl,Fred Rogers,Mister Rogers Neighborhood,Series de televisión,Entretenimiento y Medios,1968
Scooby Doo Theme Song,2I2mAlmiV1vSEuKCCObRBy,"David Mook, Ben Raleigh","Scooby-Doo, Where Are You!",Series de televisión,Entretenimiento y Medios,1969
Sesame Street,69GiYuwWI1f4OmQJraEnzi,Joe Raposo,Sesame Street,Series de televisión,Entretenimiento y Medios,1969
Sesame Street Theme,39Dpa86WTb96sEjs5c6Z1s,Joe Raposo,Sesame Street,Series de televisión,Entretenimiento y Medios,1969
The Benny Hill Show Theme (Yakety Sax),2SN74Xf7hZdYC7YADdvoCg,Boots Randolph,The Benny Hill Show,Series de televisión,Entretenimiento y Medios,1969
The Bill Cosby Show (Main Theme),0YQgJxpkczzL1I5DmpDNxN,Quincy Jones,The Bill Cosby Show,Series de televisión,Entretenimiento y Medios,1969
Brady Bunch Theme,2NV9Kx2GmbhCErQxtonrqa,Frank De Vol,The Brady Bunch,Series de televisión,Entretenimiento y Medios,1969
The Brady Bunch,1HyLRvrwqChIybFqycgu3M,Frank De Vol,The Brady Bunch,Series de televisión,Entretenimiento y Medios,1969
I Want to Be Loved by You,6gf8Rg81hkc2mtQHxWEaa8,Marilyn Monroe,The Brady Bunch,Series de televisión,Entretenimiento y Medios,1970
Mary Tyler Moore Theme (Love Is All Around),0hUQgol5uNdfI7YX7kjoQF,Sonny Curtis,The Mary Tyler Moore Show,Series de televisión,Entretenimiento y Medios,1970
Those Were The Days (All In The Family Theme),4wt2HWOhegHIqwE2ulfVWk,"Lee Adams, Charles Strouse",All in the Family,Series de televisión,Entretenimiento y Medios,1971
Stepping Stones - Remastered,4BxxdcX37bedK4RnJDPtzA,Johnny Harris,The Persuaders!,Series de televisión,Entretenimiento y Medios,1971
M.A.S.H. Theme (Suicide is Painless),1FQOYThE7foLUwf7rwcFdw,Johnny Mandel,M*A*S*H,Series de televisión,Entretenimiento y Medios,1972
MASH - The TV Theme,2AXp6rYOxKL0KWZbiiTXA0,Johnny Mandel,M*A*S*H,Series de televisión,Entretenimiento y Medios,1972
The Price Is Right - Game Show Theme,0juPSJLFnLFim7BK6VzTes,Sheila Cole,The Price Is Right,Series de televisión,Entretenimiento y Medios,1972
Happy Days,3UtONF74cRv7QRbndW1Vin,Charles Fox,Happy Days,Series de televisión,Entretenimiento y Medios,1974
Little House On The Prairie Theme,7s6xrkyl0nwGrL61W0sQ6C,David Rose,Little House on the Prairie,Series de televisión,Entretenimiento y Medios,1974
The Jeffersons,6qNotwv0H09vFwSNOU1ace,"Ja'net Dubois, Jeff Barry",The Jeffersons,Series de televisión,Entretenimiento y Medios,1975
The Jeffersons - Main Theme,5s4dXfPYBXfQg3wUmeFCdD,Ja'net DuBois,The Jeffersons,Series de televisión,Entretenimiento y Medios,1975
"Welcome Back (Theme from Welcome Back, Kotter)",2pS6zWWQCpO0IVEBIbzJh8,John Sebastian,"Welcome Back, Kotter",Series de televisión,Entretenimiento y Medios,1975
The Family Feud - Game Show Theme,1Un0WkIwUupaNvrPbeIT5X,Robert Israel,Family Feud,Series de televisión,Entretenimiento y Medios,1976
Laverne & Shirley (Making Our Dreams Come True),1Ad8SFRpRRDsYHTylFSQyk,Cyndi Grecco,Laverne & Shirley,Series de televisión,Entretenimiento y Medios,1976
CHiPs Theme,7ketbyU1TJ1CJN78zEc9j1,John Parker,CHiPs,Series de televisión,Entretenimiento y Medios,1977
The Love Boat,6MUnNmSPHUbEhfaPdO7Xfi,Jack Jones,The Love Boat,Series de televisión,Entretenimiento y Medios,1977
The Love Boat Theme,1m6cE3M5wnTqFKCunxdihK,"Jack Jones, Paul Williams",The Love Boat,Series de televisión,Entretenimiento y Medios,1977
Dallas,1VTkdCRllOOYtwXOU3uXAD,Jerrold Immel,Dallas,Series de televisión,Entretenimiento y Medios,1978
Dallas - Theme from the TV Series - Season 1,2vuzSRHcqyoAylvQNADhqQ,Jerrold Immel,Dallas,Series de televisión,Entretenimiento y Medios,1978
Diff'rent Strokes Theme,4ZTkkBdnMtGLc68nCCas0J,"Alan Thicke, Gloria Loring, Al Burton",Diffrent Strokes,Series de televisión,Entretenimiento y Medios,1978
Taxi Theme (Angela),7sKUZMiGkfxOUogEdTsOBf,Bob James,Taxi,Series de televisión,Entretenimiento y Medios,1978
Wkrp in Cincinnati Tv Theme,4Of2wxeQzR2u6JhYwyMZ4V,Steve Carlisle,WKRP in Cincinnati,Series de televisión,Entretenimiento y Medios,1978
The Dukes Of Hazzard Main Theme (From 'The Dukes Of Hazzard'),67i89kDhAOYogOA1aycgAZ,Waylon Jennings,The Dukes of Hazzard,Series de televisión,Entretenimiento y Medios,1979
The Dukes of Hazzard Theme (Good Ol' Boys),67i89kDhAOYogOA1aycgAZ,Waylon Jennings,The Dukes of Hazzard,Series de televisión,Entretenimiento y Medios,1979
The Facts of Life Theme,4XgOrglL4AcTkoSY3dUb36,"Al Burton, Gloria Loring, Alan Thicke",The Facts of Life,Series de televisión,Entretenimiento y Medios,1979
The Facts of Life',6MUnNmSPHUbEhfaPdO7Xfi,Gloria Loring,The Facts of Life,Series de televisión,Entretenimiento y Medios,1979
Magnum P.I.,6TMr2xVIBF01zfw0iYJHEv,Mike Post,"Magnum, P.I.",Series de televisión,Entretenimiento y Medios,1980
Hill Street Blues Theme,1rnhwRtHUz4g2Bo300uLoH,Mike Post,Hill Street Blues,Series de televisión,Entretenimiento y Medios,1981
Believe it or Not (From 'The Greatest American Hero'),0FqV6TWIS3kmC0diUb25az,"Mike Post, Stephen Geyer",The Greatest American Hero,Series de televisión,Entretenimiento y Medios,1981
The Smurfs,1nvMHZBnz3PgyxAKEkHxX8,Hoyt Curtin,The Smurfs,Series de televisión,Entretenimiento y Medios,1981
Cheers Theme,0KiwlUzEr8AFl3EofUxZpj,Gary Portnoy,Cheers,Series de televisión,Entretenimiento y Medios,1982
Family Ties Theme (Without Us),0BFGhvWxWzUJ9JNjzEGurZ,"Johnny Mathis, Deniece Williams",Family Ties,Series de televisión,Entretenimiento y Medios,1982
Knight Rider Theme (Original),01je5Y2w6axVaUV9oWjMrt,"Stu Phillips, Glen A. Larson",Knight Rider,Series de televisión,Entretenimiento y Medios,1982
Silver Spoons,7MV3TCcTUyQ7RwwR748yXU,"Rik Howard, Bob Wirth",Silver Spoons,Series de televisión,Entretenimiento y Medios,1982
Runaround Sue,4yrrojYyzlXX2Etuue90lb,Dion,Eddie and the Cruisers,Series de televisión,Entretenimiento y Medios,1983
Inspector Gadget Theme,7COqi3bsIF5j3uqODbWGoM,"Shuki Levy, Haim Saban",Inspector Gadget,Series de televisión,Entretenimiento y Medios,1983
The A-Team,4zArTD7GOmtTA7Q2eysQVj,Mike Post & Pete Carpenter,The A-Team,Series de televisión,Entretenimiento y Medios,1983
The A-Team',0qKzeXHOZLxsgGoVbkyaul,Mike Post,The A-Team,Series de televisión,Entretenimiento y Medios,1983
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Miami Vice,Series de televisión,Entretenimiento y Medios,1984
I Got You (I Feel Good),2LZdFnXIXuky0S0Jhdl4Qz,James Brown,Miami Vice,Series de televisión,Entretenimiento y Medios,1984
Miami Vice,1pGjY97YfekHky7WfZ6gY5,Jan Hammer,Miami Vice,Series de televisión,Entretenimiento y Medios,1984
Night Court Theme,1QFROczUXzCZIDlXJXWatA,Jack Elliott,Night Court,Series de televisión,Entretenimiento y Medios,1984
Punky Brewster Theme (TV Version),4xBia1x6lwaWUP7VD1erju,Gary Portnoy,Punky Brewster,Series de televisión,Entretenimiento y Medios,1984
The Cosby Show,5BpP0fZMWDImIg1AWDC6eq,Bill Cosby,The Cosby Show,Series de televisión,Entretenimiento y Medios,1984
Who's the Boss (Brand New Life),6sdDwGslFYqWVtQ2vRrTDg,"Larry Carlton, Robert Craft",Whos the Boss?,Series de televisión,Entretenimiento y Medios,1984
Growing Pains Theme,5tfFcnXH3aEWxGPWwIsQQJ,Steve Dorff,Growing Pains,Series de televisión,Entretenimiento y Medios,1985
Mr. Belvedere,4RBS50cvswgBDCNsOTBKKc,Leon Redbone,Mr. Belvedere,Series de televisión,Entretenimiento y Medios,1985
Golden Girls (Thank You for Being a Friend),5PS1pJgC3axpKanB4FViJB,Andrew Gold,The Golden Girls,Series de televisión,Entretenimiento y Medios,1985
The Golden Girls - The Main Title Theme,37kffNQTlljadLuQQZW95a,Andrew Gold,The Golden Girls,Series de televisión,Entretenimiento y Medios,1985
Alf,71bFaPDpqFok2qewrHklPR,Alf Clausen,ALF,Series de televisión,Entretenimiento y Medios,1986
Our House,0zcJ8MaIrXrExhV8hTkFDB,Madness,Our House,Series de televisión,Entretenimiento y Medios,1986
Everywhere You Look (as Featured In Full House),1t0BrJYmUBuPRzxzY9GImM,Jesse Frederick,Full House,Series de televisión,Entretenimiento y Medios,1987
Full House Theme (Everywhere You Look),7jKHyd5AVkgKpWUg795won,Jesse Frederick,Full House,Series de televisión,Entretenimiento y Medios,1987
Love And Marriage,2WBu1nXtlAut4ecRFtXGwF,Frank Sinatra,Married with Children,Series de televisión,Entretenimiento y Medios,1987
You Can Count on Me (My Two Dads Theme),06Zv7rEs2J2cetNcdubnoR,Greg Evigan,My Two Dads,Series de televisión,Entretenimiento y Medios,1987
Roseanne (Main Theme),6fTfgzQ2kHkcFrujrSsPGx,W. G. Snuffy Walden,Roseanne,Series de televisión,Entretenimiento y Medios,1988
With A Little Help From My Friends,0YZ3J8xzGwLOg4yEgST1YK,Joe Cocker,The Wonder Years,Series de televisión,Entretenimiento y Medios,1988
Baywatch (Main Theme),2ZpBSIz4DYX4SebzbgLvqX,Jimi Jamison,Baywatch,Series de televisión,Entretenimiento y Medios,1989
Chip 'n Dale Rescue Rangers Theme,7EYL58hOoqtShwQldZTKNw,Mark Mueller,Chip n Dale Rescue Rangers,Series de televisión,Entretenimiento y Medios,1989
"Doogie Howser, M.D. Theme",03RDdjjsPizk7mlxB37Q10,Mike Post,"Doogie Howser, M.D.",Series de televisión,Entretenimiento y Medios,1989
Saved By The Bell Theme,4FfjNhtXk3ZnuoRLP1v0la,Scott Gale,Saved by the Bell,Series de televisión,Entretenimiento y Medios,1989
Seinfeld,7oDuL0UHvWVDjVW5i5b9LJ,Jonathan Wolff,Seinfeld,Series de televisión,Entretenimiento y Medios,1989
"Non, je ne regrette rien",0D4gIeyrMtxOAvCWsTHN9x,Édith Piaf,The Simpsons,Series de televisión,Entretenimiento y Medios,1989
(Sittin' On) the Dock of the Bay,3zBhihYUHBmGd2bcQIobrF,Otis Redding,The Simpsons,Series de televisión,Entretenimiento y Medios,1989
The Simpsons Theme,7CD8O3gZ5NB7jkfO5cv0WD,Danny Elfman,The Simpsons,Series de televisión,Entretenimiento y Medios,1989
Beverly Hills 90210,7EhQjbj5wKLrqJ3nFIJJOn,John E. Davis,"Beverly Hills, 90210",Series de televisión,Entretenimiento y Medios,1990
Fever,2CeqxyOZEyiL6pTDYZ9gPH,Peggy Lee,"Beverly Hills, 90210",Series de televisión,Entretenimiento y Medios,1990
It's Not Unusual,3TlIt0ReIxPsVZcOEivT5U,Tom Jones,The Fresh Prince of Bel-Air,Series de televisión,Entretenimiento y Medios,1990
The Fresh Prince of Bel-Air,3HssFXLanogUOMvOvlFkam,DJ Jazzy Jeff & The Fresh Prince,The Fresh Prince of Bel-Air,Series de televisión,Entretenimiento y Medios,1990
These Boots Are Made For Walkin',5kS29U9Hb8Ow2jGXEnedCi,Nancy Sinatra,The Simpsons,Series de televisión,Entretenimiento y Medios,1990
Twin Peaks,00P7ILxXpR8AcP28bWV1a6,Angelo Badalamenti,Twin Peaks,Series de televisión,Entretenimiento y Medios,1990
Dispárame dispara,39JzLcbxQe5bA2tqctA9Ef,Timbiriche,Alcanzar una estrella II,Series de televisión,Entretenimiento y Medios,1991
Home Improvement Theme,2ScZK7mOFUjkIprsYwSPGU,Dan Foliart,Home Improvement,Series de televisión,Entretenimiento y Medios,1991
Shiny Happy People,4er8NyQ8cFnZ2b643Tjc44,R.E.M.,The Simpsons,Series de televisión,Entretenimiento y Medios,1991
Beavis & Butt-Head,1NlJD7AGpY1NXPsdS6zdht,Mike Judge,Beavis and Butt-Head,Series de televisión,Entretenimiento y Medios,1993
Go Go Power Rangers (From 'Mighty Morphin Power Rangers'),1zt7adjAOO6kw5r3yLD3va,Ron Wasserman,Mighty Morphin Power Rangers,Series de televisión,Entretenimiento y Medios,1993
X-Files (Main Theme),36TSEsWG84vQI5LXjvHvc6,Mark Snow,The X-Files,Series de televisión,Entretenimiento y Medios,1993
E.R.,1pFdo5AbsvggAXRbQWBPTA,James Newton Howard,ER,Series de televisión,Entretenimiento y Medios,1994
Disco Inferno (Re-Recorded),0wDEILSj36R9L1OAUNTkMp,The Trammps,Friends,Series de televisión,Entretenimiento y Medios,1994
Friends: I'll Be There for You,2if9H4ebDIgXE6W3Op5TtG,The Rembrandts,Friends,Series de televisión,Entretenimiento y Medios,1994
